76	1510	1213	2640	2020
72	1520	1220	2654	2034
78	1530	1226	2681	2054
80	1540	1233	2705	2077
80	1550	1241	2730	2090
80	1560	1250	2763	2114
80	1570	1255	2784	2129
80	1580	1262	2797	2140
80	1590	1270	2814	2159
80	1600	1278	2836	2171
80	1610	1285	2852	2186
80	1620	1293	2861	2194
80	1630	1298	2878	2199
80	1640	1307	2890	2213
80	1650	1316	2911	2226
79	1660	1325	2919	2233
80	1670	1333	2948	2257
80	1680	1340	2962	2272
80	1690	1345	2981	2288
80	1700	1352	3000	2295
80	1710	1360	3031	2318
80	1720	1367	3052	2335
80	1730	1375	3074	2356
80	1740	1380	3099	2373
80	1750	1385	3117	2385
80	1760	1391	3137	2398
80	1770	1398	3152	2416
80	1780	1406	3158	2419
80	1790	1413	3171	2427
80	1800	1420	3186	2439
80	1810	1429	3198	2451
80	1820	1438	3213	2462
80	1830	1446	3235	2475
80	1840	1453	3245	2485
80	1850	1463	3259	2496
80	1860	1469	3266	2502
80	1870	1479	3272	2503
80	1880	1488	3289	2514
80	1890	1495	3302	2530
80	1900	1503	3321	2546
80	1910	1512	3337	2556
80	1920	1522	3366	2573
80	1930	1531	3379	2588
80	1940	1539	3417	2609
80	1950	1547	3425	2619
80	1960	1553	3458	2640
80	1970	1562	3484	2664
80	1980	1571	3499	2674
80	1990	1579	3513	2682
80	2000	1587	3524	2689
80	2010	1593	3539	2701
80	2020	1601	3544	2710
80	2030	1609	3553	2720
80	2040	1617	3567	2726
80	2050	1625	3586	2740
80	2060	1634	3605	2753
80	2070	1644	3624	2766
80	2080	1653	3638	2778
80	2090	1660	3649	2789
80	2100	1668	3667	2802
80	2110	1675	3678	2809
80	2120	1683	3694	2819
80	2130	1693	3702	2827
80	2140	1699	3734	2851
80	2150	1707	3743	2860
80	2160	1717	3768	2880
80	2170	1726	3797	2902
80	2180	1736	3828	2925
80	2190	1743	3852	2945
80	2200	1752	3870	2960
80	2210	1758	3894	2978
80	2220	1760	3913	2996
80	2230	1767	3934	3014
80	2240	1774	3956	3026
80	2250	1781	3966	3032
80	2260	1789	3981	3043
80	2270	1794	3993	3058
80	2280	1802	4016	3071
79	2290	1810	4034	3085
80	2300	1816	4052	3096
80	2310	1822	4068	3111
80	2320	1828	4093	3129
80	2330	1835	4110	3140
80	2340	1842	4124	3153
80	2350	1852	4140	3164
80	2360	1861	4157	3181
80	2370	1869	4176	3192
80	2380	1875	4194	3208
80	2390	1884	4213	3221
80	2400	1892	4227	3233
80	2410	1900	4253	3255
80	2420	1907	4269	3268
80	2430	1916	4304	3303
80	2440	1925	4326	3316
80	2450	1933	4346	3333
80	2460	1942	4361	3339
80	2470	1946	4391	3360
80	2480	1954	4399	3369
80	2490	1959	4408	3378
80	2500	1966	4429	3390
80	2510	1974	4457	3413
80	2520	1983	4485	3430
80	2530	1990	4513	3449
80	2540	1995	4530	3469
80	2550	2004	4551	3483
80	2560	2010	4571	3497
80	2570	2016	4581	3503
80	2580	2025	4588	3507
80	2590	2034	4601	3518
80	2600	2043	4631	3542
80	2610	2050	4652	3556
80	2620	2059	4670	3571
80	2630	2065	4683	3577
80	2640	2071	4708	3597
80	2650	2077	4733	3616
80	2660	2086	4753	3630
80	2670	2091	4771	3642
80	2680	2098	4785	3656
80	2690	2106	4798	3664
80	2700	2113	4816	3675
80	2710	2122	4823	3682
80	2720	2131	4846	3694
80	2730	2140	4853	3704
80	2740	2148	4883	3732
80	2750	2155	4906	3747
80	2760	2164	4949	3782
80	2770	2170	4973	3800
80	2780	2178	4990	3810
80	2790	2186	5009	3834
80	2800	2191	5027	3843
80	2810	2200	5059	3870
80	2820	2209	5065	3876
80	2830	2218	5074	3886
80	2840	2228	5091	3894
80	2850	2235	5100	3901
80	2860	2241	5118	3912
80	2870	2247	5137	3927
80	2880	2255	5161	3950
80	2890	2263	5189	3964
80	2900	2272	5209	3980
80	2910	2279	5223	3990
80	2920	2285	5236	3999
80	2930	2291	5253	4010
80	2940	2299	5262	4018
80	2950	2305	5285	4034
80	2960	2309	5290	4039
80	2970	2316	5297	4045
80	2980	2324	5311	4057
80	2990	2333	5330	4069
80	3000	2343	5351	4086
80	3010	2351	5371	4104
80	3020	2360	5391	4118
80	3030	2367	5404	4124
80	3040	2375	5414	4135
80	3050	2384	5426	4141
80	3060	2390	5437	4153
80	3070	2400	5463	4169
80	3080	2407	5484	4189
80	3090	2414	5491	4195
80	3100	2424	5506	4204
80	3110	2432	5518	4211
80	3120	2439	5525	4219
80	3130	2448	5547	4236
80	3140	2457	5557	4248
80	3150	2465	5574	4257
80	3160	2473	5610	4282
80	3170	2482	5636	4302
80	3180	2490	5666	4327
80	3190	2496	5678	4338
80	3200	2506	5707	4360
80	3210	2513	5737	4384
80	3220	2521	5747	4393
80	3230	2529	5773	4406
80	3240	2537	5784	4418
80	3250	2545	5801	4428
80	3260	2553	5805	4432
80	3270	2562	5813	4438
80	3280	2570	5823	4444
80	3290	2577	5835	4454
80	3300	2586	5843	4457
80	3310	2594	5858	4468
80	3320	2601	5868	4477
80	3330	2606	5884	4485
80	3340	2613	5893	4496
80	3350	2622	5916	4515
80	3360	2631	5926	4522
80	3370	2638	5979	4557
80	3380	2646	6016	4595
80	3390	2653	6050	4619
80	3400	2660	6067	4631
80	3410	2668	6093	4648
80	3420	2676	6105	4659
80	3430	2683	6126	4674
80	3440	2687	6142	4688
80	3450	2693	6173	4708
80	3460	2700	6202	4733
80	3470	2707	6230	4753
80	3480	2717	6260	4773
80	3490	2722	6276	4789
80	3500	2730	6302	4804
80	3510	2738	6322	4824
80	3520	2744	6337	4832
80	3530	2752	6346	4844
80	3540	2762	6367	4854
80	3550	2768	6379	4865
80	3560	2777	6388	4872
80	3570	2782	6408	4885
80	3580	2790	6433	4910
80	3590	2798	6451	4915
80	3600	2804	6468	4930
80	3610	2812	6486	4944
80	3620	2819	6510	4961
80	3630	2827	6537	4984
80	3640	2834	6561	5000
80	3650	2839	6574	5010
80	3660	2847	6587	5020
80	3670	2855	6592	5024
